district_name,year,original_url,snapshot_timestamp,snapshot_url,snapshot_date,superintendent,legal_name,beds_code,institution_id,scrape_success,scrape_error
CHERRY VALLEY-SPRINGFIELD CSD,2025,https://data.nysed.gov/profile.php?instid=800000039773,20250605231951,https://web.archive.org/web/20250605231951/https://data.nysed.gov/profile.php?instid=800000039773,2025-06-05 23:19:51,HERIJO SNYDER,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,472202040000,800000039773,True,
CHESTER UFSD,2017,https://data.nysed.gov/profile.php?instid=800000040500,20170216142606,https://web.archive.org/web/20170216142606/https://data.nysed.gov/profile.php?instid=800000040500,2017-02-16 14:26:06,SEAN MICHEL,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2019,https://data.nysed.gov/profile.php?instid=800000040500,20190502203001,https://web.archive.org/web/20190502203001/https://data.nysed.gov/profile.php?instid=800000040500,2019-05-02 20:30:01,SEAN MICHEL,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2021,https://data.nysed.gov/profile.php?instid=800000040500,20211229105222,https://web.archive.org/web/20211229105222/https://data.nysed.gov/profile.php?instid=800000040500,2021-12-29 10:52:22,DENIS PETRILAK,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2022,https://data.nysed.gov/profile.php?instid=800000040500,20220120140416,https://web.archive.org/web/20220120140416/https://data.nysed.gov/profile.php?instid=800000040500,2022-01-20 14:04:16,DENIS PETRILAK,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2023,https://data.nysed.gov/profile.php?instid=800000040500,20231204222452,https://web.archive.org/web/20231204222452/https://data.nysed.gov/profile.php?instid=800000040500,2023-12-04 22:24:52,HERINE O'HARA,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2024,https://data.nysed.gov/profile.php?instid=800000040500,20240912015215,https://web.archive.org/web/20240912015215/https://data.nysed.gov/profile.php?instid=800000040500,2024-09-12 01:52:15,HERINE O'HARA,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHESTER UFSD,2025,https://data.nysed.gov/profile.php?instid=800000040500,20250519050838,https://web.archive.org/web/20250519050838/https://data.nysed.gov/profile.php?instid=800000040500,2025-05-19 05:08:38,HERINE O'HARA,CHESTER UNION FREE SCHOOL DISTRICT,440201020000,800000040500,True,
CHITTENANGO CSD,2017,https://data.nysed.gov/profile.php?instid=800000050848,20170211181016,https://web.archive.org/web/20170211181016/https://data.nysed.gov/profile.php?instid=800000050848,2017-02-11 18:10:16,MICHAEL SCHIEDO,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2019,https://data.nysed.gov/profile.php?instid=800000050848,20190502130046,https://web.archive.org/web/20190502130046/https://data.nysed.gov/profile.php?instid=800000050848,2019-05-02 13:00:46,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2020,https://data.nysed.gov/profile.php?instid=800000050848,20201024015415,https://web.archive.org/web/20201024015415/https://data.nysed.gov/profile.php?instid=800000050848,2020-10-24 01:54:15,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2021,https://data.nysed.gov/profile.php?instid=800000050848,20211209203854,https://web.archive.org/web/20211209203854/https://data.nysed.gov/profile.php?instid=800000050848,2021-12-09 20:38:54,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2022,https://data.nysed.gov/profile.php?instid=800000050848,20220731025006,https://web.archive.org/web/20220731025006/https://data.nysed.gov/profile.php?instid=800000050848,2022-07-31 02:50:06,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2023,https://data.nysed.gov/profile.php?instid=800000050848,20230922190355,https://web.archive.org/web/20230922190355/https://data.nysed.gov/profile.php?instid=800000050848,2023-09-22 19:03:55,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2024,https://data.nysed.gov/profile.php?instid=800000050848,20240907181851,https://web.archive.org/web/20240907181851/https://data.nysed.gov/profile.php?instid=800000050848,2024-09-07 18:18:51,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHITTENANGO CSD,2025,https://data.nysed.gov/profile.php?instid=800000050848,20250514084322,https://web.archive.org/web/20250514084322/http://data.nysed.gov/profile.php?instid=800000050848,2025-05-14 08:43:22,MICHAEL EIFFE,CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,800000050848,True,
CHURCHVILLE-CHILI CSD,2017,https://data.nysed.gov/profile.php?instid=800000050047,20170211185713,https://web.archive.org/web/20170211185713/https://data.nysed.gov/profile.php?instid=800000050047,2017-02-11 18:57:13,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CHURCHVILLE-CHILI CSD,2019,https://data.nysed.gov/profile.php?instid=800000050047,20190502131333,https://web.archive.org/web/20190502131333/https://data.nysed.gov/profile.php?instid=800000050047,2019-05-02 13:13:33,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CHURCHVILLE-CHILI CSD,2021,https://data.nysed.gov/profile.php?instid=800000050047,20211210031337,https://web.archive.org/web/20211210031337/https://data.nysed.gov/profile.php?instid=800000050047,2021-12-10 03:13:37,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CHURCHVILLE-CHILI CSD,2022,https://data.nysed.gov/profile.php?instid=800000050047,20220816071138,https://web.archive.org/web/20220816071138/https://data.nysed.gov/profile.php?instid=800000050047,2022-08-16 07:11:38,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CHURCHVILLE-CHILI CSD,2023,https://data.nysed.gov/profile.php?instid=800000050047,20230815233603,https://web.archive.org/web/20230815233603/https://data.nysed.gov/profile.php?instid=800000050047,2023-08-15 23:36:03,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CHURCHVILLE-CHILI CSD,2024,https://data.nysed.gov/profile.php?instid=800000050047,20240610051649,https://web.archive.org/web/20240610051649/https://data.nysed.gov/profile.php?instid=800000050047,2024-06-10 05:16:49,LORETTA OROLOGIO,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,800000050047,True,
CINCINNATUS CSD,2017,https://data.nysed.gov/profile.php?instid=800000053673,20170209183445,https://web.archive.org/web/20170209183445/https://data.nysed.gov/profile.php?instid=800000053673,2017-02-09 18:34:45,STEVEN HUBBARD,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2019,https://data.nysed.gov/profile.php?instid=800000053673,20190502050038,https://web.archive.org/web/20190502050038/https://data.nysed.gov/profile.php?instid=800000053673,2019-05-02 05:00:38,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2020,https://data.nysed.gov/profile.php?instid=800000053673,20201027100155,https://web.archive.org/web/20201027100155/https://data.nysed.gov/profile.php?instid=800000053673,2020-10-27 10:01:55,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2021,https://data.nysed.gov/profile.php?instid=800000053673,20211203113955,https://web.archive.org/web/20211203113955/https://data.nysed.gov/profile.php?instid=800000053673,2021-12-03 11:39:55,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2022,https://data.nysed.gov/profile.php?instid=800000053673,20220718151215,https://web.archive.org/web/20220718151215/https://data.nysed.gov/profile.php?instid=800000053673,2022-07-18 15:12:15,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2023,https://data.nysed.gov/profile.php?instid=800000053673,20231203072218,https://web.archive.org/web/20231203072218/https://data.nysed.gov/profile.php?instid=800000053673,2023-12-03 07:22:18,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2024,https://data.nysed.gov/profile.php?instid=800000053673,20240805191457,https://web.archive.org/web/20240805191457/https://data.nysed.gov/profile.php?instid=800000053673,2024-08-05 19:14:57,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CINCINNATUS CSD,2025,https://data.nysed.gov/profile.php?instid=800000053673,20250505101111,https://web.archive.org/web/20250505101111/https://data.nysed.gov/profile.php?instid=800000053673,2025-05-05 10:11:11,TODD FREEMAN,CINCINNATUS CENTRAL SCHOOL DISTRICT,110101040000,800000053673,True,
CLARENCE CSD,2017,https://data.nysed.gov/profile.php?instid=800000052276,20170210022702,https://web.archive.org/web/20170210022702/https://data.nysed.gov/profile.php?instid=800000052276,2017-02-10 02:27:02,EOFFREY HICKS,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2019,https://data.nysed.gov/profile.php?instid=800000052276,20190501225310,https://web.archive.org/web/20190501225310/https://data.nysed.gov/profile.php?instid=800000052276,2019-05-01 22:53:10,EOFFREY HICKS,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2020,https://data.nysed.gov/profile.php?instid=800000052276,20201225221545,https://web.archive.org/web/20201225221545/https://data.nysed.gov/profile.php?instid=800000052276,2020-12-25 22:15:45,EOFFREY HICKS,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2021,https://data.nysed.gov/profile.php?instid=800000052276,20211205121014,https://web.archive.org/web/20211205121014/https://data.nysed.gov/profile.php?instid=800000052276,2021-12-05 12:10:14,MATTHEW FRAHM,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2022,https://data.nysed.gov/profile.php?instid=800000052276,20221204222226,https://web.archive.org/web/20221204222226/https://data.nysed.gov/profile.php?instid=800000052276,2022-12-04 22:22:26,MATTHEW FRAHM,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2023,https://data.nysed.gov/profile.php?instid=800000052276,20231211160600,https://web.archive.org/web/20231211160600/https://data.nysed.gov/profile.php?instid=800000052276,2023-12-11 16:06:00,MATTHEW FRAHM,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2024,https://data.nysed.gov/profile.php?instid=800000052276,20240918120709,https://web.archive.org/web/20240918120709/https://data.nysed.gov/profile.php?instid=800000052276,2024-09-18 12:07:09,MATTHEW FRAHM,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARENCE CSD,2025,https://data.nysed.gov/profile.php?instid=800000052276,20250523232848,https://web.archive.org/web/20250523232848/https://data.nysed.gov/profile.php?instid=800000052276,2025-05-23 23:28:48,MATTHEW FRAHM,CLARENCE CENTRAL SCHOOL DISTRICT,140801060000,800000052276,True,
CLARKSTOWN CSD,2017,https://data.nysed.gov/profile.php?instid=800000039375,20170217162003,https://web.archive.org/web/20170217162003/https://data.nysed.gov/profile.php?instid=800000039375,2017-02-17 16:20:03,MARTIN COX,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2019,https://data.nysed.gov/profile.php?instid=800000039375,20190502235022,https://web.archive.org/web/20190502235022/https://data.nysed.gov/profile.php?instid=800000039375,2019-05-02 23:50:22,MARTIN COX,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2020,https://data.nysed.gov/profile.php?instid=800000039375,20201127152302,https://web.archive.org/web/20201127152302/https://data.nysed.gov/profile.php?instid=800000039375,2020-11-27 15:23:02,MARTIN COX,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2021,https://data.nysed.gov/profile.php?instid=800000039375,20211130071030,https://web.archive.org/web/20211130071030/https://data.nysed.gov/profile.php?instid=800000039375,2021-11-30 07:10:30,JEFFREY SOBEL,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2022,https://data.nysed.gov/profile.php?instid=800000039375,20220626053303,https://web.archive.org/web/20220626053303/https://data.nysed.gov/profile.php?instid=800000039375,2022-06-26 05:33:03,JEFFREY SOBEL,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2023,https://data.nysed.gov/profile.php?instid=800000039375,20230925070552,https://web.archive.org/web/20230925070552/https://data.nysed.gov/profile.php?instid=800000039375,2023-09-25 07:05:52,MARC BAIOCCO,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2024,https://data.nysed.gov/profile.php?instid=800000039375,20240913154225,https://web.archive.org/web/20240913154225/https://data.nysed.gov/profile.php?instid=800000039375,2024-09-13 15:42:25,MARC BAIOCCO,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLARKSTOWN CSD,2025,https://data.nysed.gov/profile.php?instid=800000039375,20250520123558,https://web.archive.org/web/20250520123558/https://data.nysed.gov/profile.php?instid=800000039375,2025-05-20 12:35:58,MARC BAIOCCO,CLARKSTOWN CENTRAL SCHOOL DISTRICT,500101060000,800000039375,True,
CLEVELAND HILL UFSD,2017,https://data.nysed.gov/profile.php?instid=800000052312,20170210022717,https://web.archive.org/web/20170210022717/https://data.nysed.gov/profile.php?instid=800000052312,2017-02-10 02:27:17,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2019,https://data.nysed.gov/profile.php?instid=800000052312,20190501225313,https://web.archive.org/web/20190501225313/https://data.nysed.gov/profile.php?instid=800000052312,2019-05-01 22:53:13,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2021,https://data.nysed.gov/profile.php?instid=800000052312,20211204224320,https://web.archive.org/web/20211204224320/https://data.nysed.gov/profile.php?instid=800000052312,2021-12-04 22:43:20,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2022,https://data.nysed.gov/profile.php?instid=800000052312,20221209183040,https://web.archive.org/web/20221209183040/https://data.nysed.gov/profile.php?instid=800000052312,2022-12-09 18:30:40,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2023,https://data.nysed.gov/profile.php?instid=800000052312,20230723065736,https://web.archive.org/web/20230723065736/https://data.nysed.gov/profile.php?instid=800000052312,2023-07-23 06:57:36,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2024,https://data.nysed.gov/profile.php?instid=800000052312,20240807213549,https://web.archive.org/web/20240807213549/https://data.nysed.gov/profile.php?instid=800000052312,2024-08-07 21:35:49,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLEVELAND HILL UFSD,2025,https://data.nysed.gov/profile.php?instid=800000052312,20250512204754,https://web.archive.org/web/20250512204754/http://data.nysed.gov/profile.php?instid=800000052312,2025-05-12 20:47:54,JON MACSWAN,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,140703020000,800000052312,True,
CLIFTON-FINE CSD,2017,https://data.nysed.gov/profile.php?instid=800000038857,20170520023357,https://web.archive.org/web/20170520023357/http://data.nysed.gov:80/profile.php?instid=800000038857,2017-05-20 02:33:57,REGINA YEO,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2019,https://data.nysed.gov/profile.php?instid=800000038857,20190503000632,https://web.archive.org/web/20190503000632/https://data.nysed.gov/profile.php?instid=800000038857,2019-05-03 00:06:32,REGINA YEO,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2020,https://data.nysed.gov/profile.php?instid=800000038857,20201022093444,https://web.archive.org/web/20201022093444/https://data.nysed.gov/profile.php?instid=800000038857,2020-10-22 09:34:44,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2021,https://data.nysed.gov/profile.php?instid=800000038857,20210921235832,https://web.archive.org/web/20210921235832/https://data.nysed.gov/profile.php?instid=800000038857,2021-09-21 23:58:32,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2022,https://data.nysed.gov/profile.php?instid=800000038857,20220519123221,https://web.archive.org/web/20220519123221/https://data.nysed.gov/profile.php?instid=800000038857,2022-05-19 12:32:21,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2023,https://data.nysed.gov/profile.php?instid=800000038857,20230924021129,https://web.archive.org/web/20230924021129/https://data.nysed.gov/profile.php?instid=800000038857,2023-09-24 02:11:29,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2024,https://data.nysed.gov/profile.php?instid=800000038857,20241206202524,https://web.archive.org/web/20241206202524/https://data.nysed.gov/profile.php?instid=800000038857,2024-12-06 20:25:24,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLIFTON-FINE CSD,2025,https://data.nysed.gov/profile.php?instid=800000038857,20250606230047,https://web.archive.org/web/20250606230047/https://data.nysed.gov/profile.php?instid=800000038857,2025-06-06 23:00:47,MATTHEW SOUTHWICK,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,510401040000,800000038857,True,
CLINTON CSD,2017,https://data.nysed.gov/profile.php?instid=800000041438,20170216130737,https://web.archive.org/web/20170216130737/https://data.nysed.gov/profile.php?instid=800000041438,2017-02-16 13:07:37,STEPHEN GRIMM,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2019,https://data.nysed.gov/profile.php?instid=800000041438,20190502181158,https://web.archive.org/web/20190502181158/https://data.nysed.gov/profile.php?instid=800000041438,2019-05-02 18:11:58,STEPHEN GRIMM,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2020,https://data.nysed.gov/profile.php?instid=800000041438,20201025175913,https://web.archive.org/web/20201025175913/https://data.nysed.gov/profile.php?instid=800000041438,2020-10-25 17:59:13,STEPHEN GRIMM,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2021,https://data.nysed.gov/profile.php?instid=800000041438,20211223231955,https://web.archive.org/web/20211223231955/https://data.nysed.gov/profile.php?instid=800000041438,2021-12-23 23:19:55,STEPHEN GRIMM,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2022,https://data.nysed.gov/profile.php?instid=800000041438,20220806105607,https://web.archive.org/web/20220806105607/https://data.nysed.gov/profile.php?instid=800000041438,2022-08-06 10:56:07,DAVID LANGONE,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2023,https://data.nysed.gov/profile.php?instid=800000041438,20230829073833,https://web.archive.org/web/20230829073833/https://data.nysed.gov/profile.php?instid=800000041438,2023-08-29 07:38:33,HRISTOPHER CLANCY,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2024,https://data.nysed.gov/profile.php?instid=800000041438,20240612191307,https://web.archive.org/web/20240612191307/https://data.nysed.gov/profile.php?instid=800000041438,2024-06-12 19:13:07,HRISTOPHER CLANCY,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLINTON CSD,2025,https://data.nysed.gov/profile.php?instid=800000041438,20250505161704,https://web.archive.org/web/20250505161704/https://data.nysed.gov/profile.php?instid=800000041438,2025-05-05 16:17:04,HRISTOPHER CLANCY,CLINTON CENTRAL SCHOOL DISTRICT,411101060000,800000041438,True,
CLYDE-SAVANNAH CSD,2017,https://data.nysed.gov/profile.php?instid=800000035863,20170220013000,https://web.archive.org/web/20170220013000/https://data.nysed.gov/profile.php?instid=800000035863,2017-02-20 01:30:00,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2019,https://data.nysed.gov/profile.php?instid=800000035863,20190503073035,https://web.archive.org/web/20190503073035/https://data.nysed.gov/profile.php?instid=800000035863,2019-05-03 07:30:35,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2020,https://data.nysed.gov/profile.php?instid=800000035863,20201031205243,https://web.archive.org/web/20201031205243/https://data.nysed.gov/profile.php?instid=800000035863,2020-10-31 20:52:43,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2022,https://data.nysed.gov/profile.php?instid=800000035863,20220818052742,https://web.archive.org/web/20220818052742/https://data.nysed.gov/profile.php?instid=800000035863,2022-08-18 05:27:42,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2023,https://data.nysed.gov/profile.php?instid=800000035863,20230930001920,https://web.archive.org/web/20230930001920/https://data.nysed.gov/profile.php?instid=800000035863,2023-09-30 00:19:20,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2024,https://data.nysed.gov/profile.php?instid=800000035863,20241007181512,https://web.archive.org/web/20241007181512/https://data.nysed.gov/profile.php?instid=800000035863,2024-10-07 18:15:12,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYDE-SAVANNAH CSD,2025,https://data.nysed.gov/profile.php?instid=800000035863,20250521165114,https://web.archive.org/web/20250521165114/https://data.nysed.gov/profile.php?instid=800000035863,2025-05-21 16:51:14,MICHAEL HAYDEN,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,800000035863,True,
CLYMER CSD,2017,https://data.nysed.gov/profile.php?instid=800000054363,20170208042125,https://web.archive.org/web/20170208042125/https://data.nysed.gov/profile.php?instid=800000054363,2017-02-08 04:21:25,BERT LICTUS,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2019,https://data.nysed.gov/profile.php?instid=800000054363,20190502035100,https://web.archive.org/web/20190502035100/https://data.nysed.gov/profile.php?instid=800000054363,2019-05-02 03:51:00,EDWARD BAILEY,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2021,https://data.nysed.gov/profile.php?instid=800000054363,20211201204306,https://web.archive.org/web/20211201204306/https://data.nysed.gov/profile.php?instid=800000054363,2021-12-01 20:43:06,BETH OLSON,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2022,https://data.nysed.gov/profile.php?instid=800000054363,20220713121304,https://web.archive.org/web/20220713121304/https://data.nysed.gov/profile.php?instid=800000054363,2022-07-13 12:13:04,BETH OLSON,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2023,https://data.nysed.gov/profile.php?instid=800000054363,20230703075134,https://web.archive.org/web/20230703075134/https://data.nysed.gov/profile.php?instid=800000054363,2023-07-03 07:51:34,BETH OLSON,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2024,https://data.nysed.gov/profile.php?instid=800000054363,20241106144318,https://web.archive.org/web/20241106144318/https://data.nysed.gov/profile.php?instid=800000054363,2024-11-06 14:43:18,BETH OLSON,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
CLYMER CSD,2025,https://data.nysed.gov/profile.php?instid=800000054363,20250509121538,https://web.archive.org/web/20250509121538/https://data.nysed.gov/profile.php?instid=800000054363,2025-05-09 12:15:38,BETH OLSON,CLYMER CENTRAL SCHOOL DISTRICT,060701040000,800000054363,True,
COBLESKILL-RICHMONDVILLE CSD,2017,https://data.nysed.gov/profile.php?instid=800000038232,20170217185304,https://web.archive.org/web/20170217185304/https://data.nysed.gov/profile.php?instid=800000038232,2017-02-17 18:53:04,RL MUMMENTHEY,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2019,https://data.nysed.gov/profile.php?instid=800000038232,20190503004521,https://web.archive.org/web/20190503004521/https://data.nysed.gov/profile.php?instid=800000038232,2019-05-03 00:45:21,RL MUMMENTHEY,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2020,https://data.nysed.gov/profile.php?instid=800000038232,20201101014819,https://web.archive.org/web/20201101014819/https://data.nysed.gov/profile.php?instid=800000038232,2020-11-01 01:48:19,RL MUMMENTHEY,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2021,https://data.nysed.gov/profile.php?instid=800000038232,20210812135259,https://web.archive.org/web/20210812135259/https://data.nysed.gov/profile.php?instid=800000038232,2021-08-12 13:52:59,RL MUMMENTHEY,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2022,https://data.nysed.gov/profile.php?instid=800000038232,20221128053315,https://web.archive.org/web/20221128053315/https://data.nysed.gov/profile.php?instid=800000038232,2022-11-28 05:33:15,MATTHEW SICKLES,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2023,https://data.nysed.gov/profile.php?instid=800000038232,20231128135530,https://web.archive.org/web/20231128135530/https://data.nysed.gov/profile.php?instid=800000038232,2023-11-28 13:55:30,MATTHEW SICKLES,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2024,https://data.nysed.gov/profile.php?instid=800000038232,20241014090329,https://web.archive.org/web/20241014090329/https://data.nysed.gov/profile.php?instid=800000038232,2024-10-14 09:03:29,MATTHEW SICKLES,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
COBLESKILL-RICHMONDVILLE CSD,2025,https://data.nysed.gov/profile.php?instid=800000038232,20250514205120,https://web.archive.org/web/20250514205120/https://data.nysed.gov/profile.php?instid=800000038232,2025-05-14 20:51:20,MATTHEW SICKLES,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,541102060000,800000038232,True,
